"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년",
"서초구","외국인-여자","명","3659","3376","3370","3539",
"서초구","가구-계","가구","156703","157437","157978","157716",
"서초구","일반가구","가구","154031","155051","155513","155418",
"서초구","집단가구","가구","88","55","64","77",
"서초구","외국인가구","가구","2584","2331","2401","2221",
"서초구","주택-계","호","125403","129491","128977","132040",
"서초구","단독주택","호","6773","6696","6491","6395",
"서초구","아파트","호","90084","92424","91064","93299",
"서초구","연립주택","호","5722","5686","5647","5592",
"서초구","다세대주택","호","21474","23389","24436","25426",
"서초구","비거주용 건물내 주택","호","1350","1296","1339","1328",
"서초구","주택이외의 거처","호","6017","6328","6762","7216",
"강남구","총인구","명","541688","532469","522514","507810",
"강남구","남자","명","259526","254645","250087","243579",
"강남구","여자","명","282162","277824","272427","264231",
"강남구","내국인-계","명","533061","524484","514859","498996",
"강남구","내국인-남자","명","255149","250594","246381","238956",
"강남구","내국인-여자","명","277912","273890","268478","260040",
"강남구","외국인-계","명","8627","7985","7655","8814",
"강남구","외국인-남자","명","4377","4051","3706","4623",
"강남구","외국인-여자","명","4250","3934","3949","4191",
"강남구","가구-계","가구","214911","212128","210728","206323",
"강남구","일반가구","가구","211357","208904","207369","203083",
"강남구","집단가구","가구","105","70","79","91",
"강남구","외국인가구","가구","3449","3154","3280","3149",
"강남구","주택-계","호","176654","176135","173282","171431",
"강남구","단독주택","호","7437","7470","7334","7283",
"강남구","아파트","호","133127","130924","127206","124418",
"강남구","연립주택","호","6106","6186","6149","6121",
"강남구","다세대주택","호","28122","29789","30806","31817",
"강남구","비거주용 건물내 주택","호","1862","1766","1787","1792",
"강남구","주택이외의 거처","호","10278","10975","11655","12373",
"송파구","총인구","명","634941","628212","633953","638167",
"송파구","남자","명","309336","305494","307723","309442",
"송파구","여자","명","325605","322718","326230","328725",
"송파구","내국인-계","명","625195","618466","624535","628044",
"송파구","내국인-남자","명","304662","300796","303247","304505",
"송파구","내국인-여자","명","320533","317670","321288","323539",
"송파구","외국인-계","명","9746","9746","9418","10123",
"송파구","외국인-남자","명","4674","4698","4476","4937",
"송파구","외국인-여자","명","5072","5048","4942","5186",
"송파구","가구-계","가구","235101","234836","241411","247410",
"송파구","일반가구","가구","230941","230801","237516","243547",
"송파구","집단가구","가구","67","61","67","81",
"송파구","외국인가구","가구","4093","3974","3828","3782",
"송파구","주택-계","호","187030","191349","196672","199739",
"송파구","단독주택","호","10231","9875","9322","8441",
"송파구","아파트","호","111685","113627","117214","119226",
"송파구","연립주택","호","5040","4909","4892","4797",
"송파구","다세대주택","호","58287","61297","63581","65656",
"송파구","비거주용 건물내 주택","호","1787","1641","1663","1619",
"송파구","주택이외의 거처","호","6376","7672","11591","13900",
"강동구","총인구","명","444385","429416","423978","414231",
"강동구","남자","명","220597","212899","209931","204752",
"강동구","여자","명","223788","216517","214047","209479",
"강동구","내국인-계","명","438201","423523","418091","407847",
"강동구","내국인-남자","명","217667","210113","207140","201718",
"강동구","내국인-여자","명","220534","213410","210951","206129",
"강동구","외국인-계","명","6184","5893","5887","6384",
"강동구","외국인-남자","명","2930","2786","2791","3034",
"강동구","외국인-여자","명","3254","3107","3096","3350",
"강동구","가구-계","가구","167009","162679","163351","161943",
"강동구","일반가구","가구","164094","160021","160680","159233",
"강동구","집단가구","가구","68","54","66","65",
"강동구","외국인가구","가구","2847","2604","2605","2645",
"강동구","주택-계","호","119824","116063","120940","122718",
"강동구","단독주택","호","11345","11035","10742","10467",
"강동구","아파트","호","78697","71613","75263","75473",
"강동구","연립주택","호","3704","3640","3551","3512",
"강동구","다세대주택","호","24886","28645","30251","32149",
"강동구","비거주용 건물내 주택","호","1192","1130","1133","1117",
"강동구","주택이외의 거처","호","5243","5805","6580","6882",
"부산광역시","총인구","명","3448737","3440484","3416918","3395278",
"부산광역시","남자","명","1701347","1694026","1680933","1668984",
"부산광역시","여자","명","1747390","1746458","1735985","1726294",
"부산광역시","내국인-계","명","3404667","3394316","3368110","3339772",
"부산광역시","내국인-남자","명","1675339","1667106","1652803","1637363",
"부산광역시","내국인-여자","명","1729328","1727210","1715307","1702409",
"부산광역시","외국인-계","명","44070","46168","48808","55506",
"부산광역시","외국인-남자","명","26008","26920","28130","31621",
"부산광역시","외국인-여자","명","18062","19248","20678","23885",
"부산광역시","가구-계","가구","1348315","1357230","1368360","1378164",
"부산광역시","일반가구","가구","1335900","1344170","1354401","1363608",
"부산광역시","집단가구","가구","686","622","803","843",
"부산광역시","외국인가구","가구","11729","12438","13156","13713",
"부산광역시","주택-계","호","1164352","1174034","1200422","1220782",
"부산광역시","단독주택","호","225697","220798","214082","208906",
"부산광역시","아파트","호","738068","750122","776079","798281",
"부산광역시","연립주택","호","32120","32073","31542","31081",
"부산광역시","다세대주택","호","154253","157476","164786","168696",
"부산광역시","비거주용 건물내 주택","호","14214","13565","13933","13818",
"부산광역시","주택이외의 거처","호","50810","57057","59742","62532",
"읍부","총인구","명","132088","137257","139734","143925",
"읍부","남자","명","65120","67692","69140","71111",
"읍부","여자","명","66968","69565","70594","72814",
"읍부","내국인-계","명","130026","135134","137619","141619",
"읍부","내국인-남자","명","63665","66171","67633","69474",
"읍부","내국인-여자","명","66361","68963","69986","72145",
"읍부","외국인-계","명","2062","2123","2115","2306",
"읍부","외국인-남자","명","1455","1521","1507","1637",
"읍부","외국인-여자","명","607","602","608","669",
"읍부","가구-계","가구","47880","50337","52192","54676",
"읍부","일반가구","가구","47399","49829","51716","54149",
"읍부","집단가구","가구","33","38","34","39",
"읍부","외국인가구","가구","448","470","442","488",
"읍부","주택-계","호","45971","47377","50896","52022",
"읍부","단독주택","호","4980","5370","5435","5476",
"읍부","아파트","호","35884","36713","40109","41040",
"읍부","연립주택","호","1378","1382","1284","1373",
"읍부","다세대주택","호","3288","3473","3609","3665",
"읍부","비거주용 건물내 주택","호","441","439","459","468",
"읍부","주택이외의 거처","호","1303","1591","1356","1415",
"면부","총인구","명","15985","16834","16827","16410",
"면부","남자","명","8061","8466","8447","8251",
"면부","여자","명","7924","8368","8380","8159",
"면부","내국인-계","명","15720","16558","16555","16134",
"면부","내국인-남자","명","7881","8284","8263","8069",
"면부","내국인-여자","명","7839","8274","8292","8065",
"면부","외국인-계","명","265","276","272","276",
"면부","외국인-남자","명","180","182","184","182",
"면부","외국인-여자","명","85","94","88","94",
"면부","가구-계","가구","6677","7025","7144","7052",
"면부","일반가구","가구","6607","6948","7072","6959",
"면부","집단가구","가구","7","7","8","8",
"면부","외국인가구","가구","63","70","64","85",
"면부","주택-계","호","6153","6652","6646","6683",
